00000.png	0.6059923768043518
00001.png	0.5211275815963745
00002.png	0.5696726441383362
00003.png	0.6121013760566711
00004.png	0.46497344970703125
00005.png	0.513820230960846
00006.png	0.41715720295906067
00007.png	0.4657038450241089
00008.png	0.49700459837913513
00009.png	0.6326171159744263
00010.png	0.5944496989250183
00011.png	0.5656986236572266
00012.png	0.6324293613433838
00013.png	0.38543081283569336
00014.png	0.5295442342758179
00015.png	0.6402372717857361
00016.png	0.4836025834083557
00017.png	0.4349500238895416
00018.png	0.5856576561927795
00019.png	0.45736876130104065
00020.png	0.36872175335884094
00021.png	0.642064094543457
00022.png	0.5391086935997009
00023.png	0.5625659227371216
00024.png	0.4488429129123688
00025.png	0.6063968539237976
00026.png	0.37143808603286743
00027.png	0.4121112823486328
00028.png	0.4820404648780823
00029.png	0.5372731685638428
00030.png	0.5087049007415771
00031.png	0.4812280237674713
00033.png	0.3941015601158142
00034.png	0.5270332098007202
00035.png	0.43831878900527954
00036.png	0.6495732069015503
00037.png	0.5731951594352722
00038.png	0.554474413394928
00039.png	0.5329359173774719
00040.png	0.6230254769325256
00041.png	0.6772973537445068
00042.png	0.4824603199958801
00043.png	0.566777765750885
00044.png	0.5763630867004395
00045.png	0.5956557393074036
00046.png	0.41390982270240784
00047.png	0.4412704408168793
00048.png	0.5233011841773987
00049.png	0.4636712968349457
00050.png	0.5451580882072449
00051.png	0.5541980862617493
00052.png	0.4746973216533661
00053.png	0.5518494844436646
00054.png	0.5591050982475281
00055.png	0.4303925335407257
00056.png	0.6548281908035278
00057.png	0.524553120136261
00058.png	0.5724945068359375
00059.png	0.6230786442756653
00060.png	0.37800124287605286
00061.png	0.5253961682319641
00062.png	0.46016815304756165
00063.png	0.4426897466182709
00064.png	0.6769096851348877
00065.png	0.4050885736942291
00066.png	0.5760300755500793
00067.png	0.5514587759971619
00068.png	0.45590659976005554
00069.png	0.49379515647888184
00070.png	0.6263877153396606
00071.png	0.6404752731323242
00072.png	0.5038298964500427
00073.png	0.42459821701049805
00074.png	0.5230503082275391
00075.png	0.5086832046508789
00076.png	0.4852941036224365
00077.png	0.5096943378448486
00078.png	0.4990858733654022
00079.png	0.5525031685829163
00080.png	0.6950045824050903
00081.png	0.5738945603370667
00082.png	0.6452162265777588
00083.png	0.5416271686553955
00084.png	0.5069921612739563
00085.png	0.5377960801124573
00086.png	0.5757848024368286
00087.png	0.5955362319946289
00088.png	0.46854162216186523
00089.png	0.5449458956718445
00090.png	0.44138461351394653
00091.png	0.49652719497680664
00092.png	0.3710576593875885
00093.png	0.5321500897407532
00094.png	0.5142108798027039
00095.png	0.5653966665267944
00096.png	0.4750136137008667
00097.png	0.5062324404716492
00098.png	0.4583159387111664
00099.png	0.5502681732177734
00100.png	0.5465908646583557
00101.png	0.6053154468536377
00102.png	0.6464729309082031
00103.png	0.5799293518066406
00104.png	0.6498478651046753
00105.png	0.5692985653877258
00106.png	0.4573700726032257
00107.png	0.62773597240448
00108.png	0.4650926887989044
00109.png	0.5817638039588928
00110.png	0.36422061920166016
00111.png	0.47266650199890137
00112.png	0.48091796040534973
00113.png	0.6536110043525696
00114.png	0.5297614336013794
00115.png	0.41680189967155457
00116.png	0.39488905668258667
00117.png	0.5915834903717041
00118.png	0.5582498908042908
00119.png	0.4844494163990021
00120.png	0.5548359751701355
00121.png	0.4556747376918793
00122.png	0.4513509273529053
00123.png	0.6520816683769226
00124.png	0.28695032000541687
00125.png	0.630315899848938
00126.png	0.6323800086975098
00127.png	0.3300173878669739
00128.png	0.4926774501800537
00129.png	0.6890342831611633
00130.png	0.5313412547111511
00131.png	0.5504458546638489
00132.png	0.596280038356781
00133.png	0.5751127004623413
00134.png	0.4448809027671814
00135.png	0.4150325357913971
00136.png	0.4502684772014618
00137.png	0.4659228026866913
00138.png	0.5770658254623413
00139.png	0.5932178497314453
00140.png	0.626291036605835
00141.png	0.43402066826820374
00142.png	0.4531896114349365
00143.png	0.6763888597488403
00144.png	0.5023314952850342
00145.png	0.5963432192802429
00146.png	0.4653058648109436
00147.png	0.5415305495262146
00148.png	0.3911663591861725
00149.png	0.604368269443512
00150.png	0.5472267866134644
00151.png	0.3944764733314514
00152.png	0.4958117604255676
00153.png	0.5873832702636719
00154.png	0.6112682223320007
00155.png	0.5468454360961914
00156.png	0.38608115911483765
00157.png	0.4173184931278229
00158.png	0.5947763323783875
00159.png	0.46735724806785583
00160.png	0.5735244154930115
00161.png	0.5153511166572571
00162.png	0.49478307366371155
00163.png	0.4912298023700714
00164.png	0.4756406545639038
00165.png	0.5411160588264465
00166.png	0.5272731184959412
00167.png	0.49512332677841187
00168.png	0.6111879348754883
00169.png	0.547569990158081
00170.png	0.6003140211105347
00171.png	0.5911963582038879
00172.png	0.593970537185669
00173.png	0.559790313243866
00174.png	0.47752147912979126
